Sequence;Type;d_molpdf;d_dope_score;d_normalized_dope;d_GA341_score;d_zscore;d_maxsub;d_lgscore;d_Z-score_mammoth;d_TM-score_mammoth;d_RMSD_TMalign;d_TM-score_TMalign;molpdf_ref;dope_score_ref;normalized_dope_ref;GA341_score_ref;zscore_ref;maxsub_ref;lgscore_ref;Z-score_mammoth_ref;TM-score_mammoth_ref;RMSD_TMalign_ref;TM-score_TMalign_ref;molpdf_tneg;dope_score_tneg;normalized_dope_tneg;GA341_score_tneg;zscore_tneg;maxsub_tneg;lgscore_tneg;Z-score_mammoth_tneg;TM-score_mammoth_tneg;RMSD_TMalign_tneg;TM-score_TMalign_tneg
MGTETM_KF627030_1_ref_tetM;Ref;-23488,73438;-11134,45703;-1,234052081;0;-6,1;0,117;2,009;4,1375;0,1307;-1,08;0,10406;22476,70313;-67913,75;-0,094060929;1;-10,67;0,296;4,514;13,2666;0,8402;3,18;0,8491;45965,4375;-56779,29297;1,139991152;1;-4,57;0,179;2,505;9,1291;0,7095;4,26;0,74504
MGTETM_KF627184_1_ref_tetM;Ref;2860,390625;-8459,851563;-0,937620703;0;-3,18;0,097;2,228;-0,2161;-0,0359;1,56;-0,03626;23822,23047;-69397,65625;-0,181520412;1;-9,43;0,304;4,801;13,2968;0,8388;3,28;0,84591;20961,83984;-60937,80469;0,756100291;1;-6,25;0,207;2,573;13,5129;0,8747;1,72;0,88217
MGTETM_KF627299_1_ref_tetM;Ref;4867,171875;-6030,832031;-0,65009551;0;-3,65;0,064;1,38;-0,554;-0,0556;1,34;-0,05364;25425,08398;-67835,49219;0,299703348;1;-8,58;0,25;3,655;12,9652;0,8392;3,18;0,8479;20557,91211;-61804,66016;0,949798858;1;-4,93;0,186;2,275;13,5192;0,8948;1,84;0,90154
MGTETM_KF627305_1_ref_tetM;Ref;-41868,3457;-12756,65234;-1,413842932;5,96E-08;-5,85;-0,006;1,596;1,9747;0,0776;-0,44;0,06585;23744,72461;-67316,64063;-0,131606614;1;-10,66;0,288;4,403;12,6639;0,8351;3,31;0,84344;65613,07031;-54559,98828;1,282236318;0,99999994;-4,81;0,294;2,807;10,6892;0,7575;3,75;0,77759
MGTETM_KF627371_1_ref_tetM;Ref;3117,667969;-9018,003906;-0,99948174;0;-3,4;0,069;2,264;-0,5274;-0,0434;1,63;-0,04049;23727,12109;-69848,125;-0,205192863;1;-9,55;0,314;4,812;13,0557;0,8379;3,2;0,84661;20609,45313;-60830,12109;0,794288877;1;-6,15;0,245;2,548;13,5831;0,8813;1,57;0,8871
MGTETM_KF627464_1_ref_tetM;Ref;-24448,75;-10819,34375;-1,199127504;0;-5,84;0,05;1,57;3,2778;0,1297;-0,98;0,09981;22110,42578;-67678,6875;-0,101366042;1;-10,78;0,289;4,178;12,9652;0,8384;3,23;0,84669;46559,17578;-56859,34375;1,097761462;1;-4,94;0,239;2,608;9,6874;0,7087;4,21;0,74688
MGTETM_KF627952_1_ref_tetM;Ref;2165,298828;-9106,433594;-1,009282563;0;-3,78;0,124;2,059;-0,0158;-0,036;1,5;-0,03507;23177,54297;-69761,57813;-0,216485697;1;-9,6;0,307;4,606;12,9954;0,8367;3,25;0,84563;21012,24414;-60655,14453;0,792796866;1;-5,82;0,183;2,547;13,0112;0,8727;1,75;0,8807
MGTETM_KF628007_1_ref_tetM;Ref;-35106,49609;-11161,125;-1,203117117;0,082948685;-6,78;0,103;1,622;4,6533;0,1512;0,77;0,10533;25464,76563;-67585,11719;0,281454755;1;-8,51;0,264;3,753;12,694;0,8354;3,27;0,84588;60571,26172;-56423,99219;1,484571872;0,917051315;-1,73;0,161;2,131;8,0407;0,6842;2,5;0,74055
MGTETM_KF628151_1_ref_tetM;Ref;2720,927734;-8762,625;-0,971177632;0;-3,42;0,146;2,181;-0,2938;-0,0401;1,64;-0,03924;23645,8418;-69432,17188;-0,208295292;1;-9,47;0,31;4,775;12,9351;0,8371;3,25;0,84552;20924,91406;-60669,54688;0,76288234;1;-6,05;0,164;2,594;13,2289;0,8772;1,61;0,88476
MGTETM_KF628179_1_ref_tetM;Ref;5392,357422;-6506,664063;-0,718895324;0;-4,44;0,088;1,538;-0,3519;-0,0384;1,6;-0,03655;25513,08984;-66473,69531;0,158383614;1;-9,25;0,286;3,958;13,0557;0,8406;3,21;0,85001;20120,73242;-59967,03125;0,877278938;1;-4,81;0,198;2,42;13,4076;0,879;1,61;0,88656
MGTETM_KF628314_1_ref_tetM;Ref;-25686,03906;-10559,17578;-1,170292616;5,96E-08;-5,89;0,124;2,281;2,9346;0,0938;-0,71;0,07713;22166,17578;-67927,375;-0,107199486;1;-10,69;0,298;4,628;13,1159;0,8414;3,15;0,84844;47852,21484;-57368,19922;1,06309313;0,99999994;-4,8;0,174;2,347;10,1813;0,7476;3,86;0,77131
MGTETM_KF628533_1_ref_tetM;Ref;2966,466797;-8714,894531;-0,965887578;0;-2,9;0,152;2,202;-0,0644;-0,0321;1,37;-0,03142;23695,39063;-69538,57813;-0,175212095;1;-9,3;0,311;4,724;13,0557;0,8401;3,26;0,84767;20728,92383;-60823,68359;0,790675483;1;-6,4;0,159;2,522;13,1201;0,8722;1,89;0,87909
MGTETM_KF628629_1_ref_tetM;Ref;3314,123047;-8342,855469;-0,924653813;0;-4,21;0,091;1,479;-0,693;-0,0537;1,87;-0,04967;23695,36328;-68917,91406;-0,175833499;1;-9,86;0,276;4,1;12,9954;0,8366;3,26;0,84447;20381,24023;-60575,05859;0,748820315;1;-5,65;0,185;2,621;13,6884;0,8903;1,39;0,89414
MGTETM_KF628635_1_ref_tetM;Ref;3947,576172;-5625,691406;-0,623505589;0;-3,89;0,079;1,193;-1,0398;-0,0519;1,72;-0,05262;24084,51563;-68130,32031;-0,125585809;1;-10,33;0,274;4,178;12,5433;0,8327;3,37;0,83953;20136,93945;-62504,62891;0,49791978;1;-6,44;0,195;2,985;13,5831;0,8846;1,65;0,89215
MGTETM_KF628682_1_ref_tetM;Ref;6470,851563;-7238,703125;-0,786282253;0;-3,3;0,1;1,375;-0,1108;-0,0309;1,33;-0,03016;26770,98242;-66350,1875;0,179955696;1;-9,64;0,26;3,616;13,2968;0,8456;3,16;0,85428;20300,13086;-59111,48438;0,966237949;1;-6,34;0,16;2,241;13,4076;0,8765;1,83;0,88444
MGTETM_KF628692_1_ref_tetM;Ref;-26390,23047;-12140,49219;-1,345552783;1,01E-06;-7,7;0,121;2,21;2,8498;0,0834;-0,43;0,0664;23643,73828;-67562,5625;-0,060700298;1;-10,64;0,289;4,37;13,1762;0,8396;3,24;0,84808;50033,96875;-55422,07031;1,284852486;0,999998987;-2,94;0,168;2,16;10,3264;0,7562;3,67;0,78168
MGTETM_KF628701_1_ref_tetM;Ref;2781,087891;-8548,609375;-0,947457892;0;-3,82;0,12;2,011;-0,4973;-0,0477;1,66;-0,04341;23737,64258;-69000,83594;-0,181062445;1;-9,66;0,292;4,369;13,0858;0,8379;3,2;0,84578;20956,55469;-60452,22656;0,766395448;1;-5,84;0,172;2,358;13,5831;0,8856;1,54;0,88919
MGTETM_KF628734_1_ref_tetM;Ref;2762,042969;-8645,734375;-0,958222432;0;-3,06;0,102;2,228;-0,2863;-0,0366;1,56;-0,03799;23683,9707;-69585,95313;-0,193518766;1;-9,45;0,299;4,762;13,2968;0,8401;3,2;0,84673;20921,92773;-60940,21875;0,764703667;1;-6,39;0,197;2,534;13,5831;0,8767;1,64;0,88472
MGTETM_KF628855_1_ref_tetM;Ref;2985,035156;-8324,691406;-0,922640657;0;-3,68;0,14;2,091;-0,1211;-0,0329;1,45;-0,032;23798,20898;-68984,1875;-0,174940648;1;-9,67;0,312;4,596;13,1461;0,8416;3,17;0,8497;20813,17383;-60659,49609;0,747700009;1;-5,99;0,172;2,505;13,2672;0,8745;1,72;0,8817
MGTETM_KF628856_1_ref_tetM;Ref;2666,203125;-8633,84375;-0,956904573;0;-3,25;0,135;1,875;-0,2877;-0,0375;1,39;-0,0341;23622,4043;-69014,03906;-0,166679834;1;-9,63;0,311;4,474;12,905;0,8395;3,24;0,84667;20956,20117;-60380,19531;0,790224739;1;-6,38;0,176;2,599;13,1927;0,877;1,85;0,88077
MGTETM_KF628871_1_ref_tetM;Ref;3985,25;-6013,554688;-0,648233093;0;-3,59;0,115;1,479;-0,5718;-0,0485;1,3;-0,04626;25750,20313;-67573,0625;0,320910018;1;-8,5;0,28;3,626;12,8748;0,839;3,29;0,84747;21764,95313;-61559,50781;0,969143112;1;-4,91;0,165;2,147;13,4466;0,8875;1,99;0,89373
MGTETM_KF628881_1_ref_tetM;Ref;2420,927734;-8988,949219;-1,345900919;0,110737979;-4,59;0,11;1,456;3,4882;0,2303;0,44;0,09444;16267,52637;-45902,43359;0,473756313;1;-7,34;0,209;2,786;10,209;0,7513;4,03;0,59554;13846,59863;-36913,48438;1,819657231;0,889262021;-2,75;0,099;1,33;6,7208;0,521;3,59;0,5011
MGTETM_KF628959_1_ref_tetM;Ref;-31643,93359;-11247,5;-1,246580839;0;-8,57;0,168;2,635;3,7239;0,1226;-0,91;0,10063;23601,28516;-67903,52344;-0,079303436;1;-10,83;0,303;4,617;12,8146;0,8333;3,29;0,84223;55245,21875;-56656,02344;1,167277402;1;-2,26;0,135;1,982;9,0907;0,7107;4,2;0,7416
MGTETM_KF628975_1_ref_tetM;Ref;4166,503906;-6426,820313;-0,732942425;0;-2,84;0,088;1,261;-0,1079;-0,0092;1,72;-0,02758;22997,30859;-64212,57813;0,087386432;1;-9,44;0,258;3,795;12,7031;0,8327;3,4;0,82055;18830,80469;-57785,75781;0,820328857;1;-6,6;0,17;2,534;12,811;0,8419;1,68;0,84813
MGTETM_KF628976_1_ref_tetM;Ref;-51777,10156;-14784,10547;-1,638549241;0,244710505;-7,23;0,071;2,156;3,5689;0,1285;-0,77;0,1088;23375,9375;-68328;-0,059719641;1;-10,87;0,319;4,696;13,1159;0,8394;3,22;0,84785;75153,03906;-53543,89453;1,5788296;0,755289495;-3,64;0,248;2,54;9,547;0,7109;3,99;0,73905
MGTETM_KF629011_1_ref_tetM;Ref;2809,28125;-8578,644531;-0,950786743;0;-3,52;0,09;2,031;-0,3222;-0,0409;1,61;-0,03991;23481,46484;-69411,29688;-0,169118726;1;-9,41;0,296;4,608;12,8748;0,8359;3,3;0,84373;20672,18359;-60832,65234;0,781668017;1;-5,89;0,206;2,577;13,197;0,8768;1,69;0,88364
MGTETM_KF629017_1_ref_tetM;Ref;-22611,9707;-10796,0625;-1,196547201;0;-5,2;0,103;2,164;3,231;0,0992;-0,9;0,07883;23739,99805;-67780,53906;-0,073157424;1;-10,61;0,295;4,458;13,0858;0,8394;3,3;0,84701;46351,96875;-56984,47656;1,123389777;1;-5,41;0,192;2,294;9,8548;0,7402;4,2;0,76818
MGTETM_KF629024_1_ref_tetM;Ref;4308,858399;-8478,394531;-1,253555053;0,602229863;-4,14;0,1;1,686;4,0508;0,271;1,15;0,12006;17032,36523;-45439,67578;0,505515794;1;-8,34;0,221;2,86;10,1365;0,754;3,97;0,60582;12723,50684;-36961,28125;1,759070847;0,397770137;-4,2;0,121;1,174;6,0857;0,483;2,82;0,48576
MGTETM_KF629039_1_ref_tetM;Ref;3299,591797;-9239,0625;-1,023982065;0;-3,02;0,131;2,1;-0,1315;-0,0313;1,38;-0,03166;23785,72852;-69682,75;-0,186602688;1;-9,4;0,303;4,605;12,9954;0,8387;3,26;0,84565;20486,13672;-60443,6875;0,837379377;1;-6,38;0,172;2,505;13,1269;0,87;1,88;0,87731
MGTETM_KF629195_1_ref_tetM;Ref;3993,916016;-5781,640625;-0,640789724;0;-3,21;0,078;1,321;-0,7083;-0,0512;1,53;-0,04947;24290,98047;-67870,20313;-0,079657404;1;-9,87;0,266;4,144;12,8748;0,8372;3,23;0,84403;20297,06445;-62088,5625;0,56113232;1;-6,66;0,188;2,823;13,5831;0,8884;1,7;0,8935
MGTETM_KF629242_1_ref_tetM;Ref;-31721,05859;-11319,35547;-1,250630374;0,486509562;-7,67;0,129;1,388;3,1702;0,0982;-0,39;0,06696;25222,01563;-66649,77344;0,111157887;1;-9,19;0,284;3,829;13,2064;0,8403;3,18;0,84801;56943,07422;-55330,41797;1,361788262;0,513490438;-1,52;0,155;2,441;10,0362;0,7421;3,57;0,78105
MGTETM_KF629327_1_ref_tetM;Ref;-26299,83789;-10685,57031;-1,184301151;0;-7,18;0,161;2,324;2,8465;0,11;-0,77;0,09546;23852,57617;-67467,11719;-0,087038352;1;-11,03;0,301;4,367;12,8146;0,8339;3,25;0,84221;50152,41406;-56781,54688;1,097262799;1;-3,85;0,14;2,043;9,9681;0,7239;4,02;0,74675
MGTETM_KF629399_1_ref_tetM;Ref;-3554,015625;1732,007812;0,246807732;0;-0,57;-0,065;-0,296;-1,2299;-0,0562;1,31;-0,19534;16915,07227;-51516,35547;0,002845529;1;-7,98;0,288;4,174;12,0635;0,8341;3,07;0,6677;20469,08789;-53248,36328;-0,243962203;1;-7,41;0,353;4,47;13,2934;0,8903;1,76;0,86304
MGTETM_KF629446_1_ref_tetM;Ref;4968,460938;-6089,382813;-0,655409432;9,54E-06;-3,85;0,119;1,776;-0,5957;-0,0523;1,27;-0,05152;25570,05273;-67828,875;0,306306959;1;-8,33;0,264;3,786;12,8146;0,8386;3,14;0,8483;20601,5918;-61739,49219;0,961716391;0,999990463;-4,48;0,145;2,01;13,4103;0,8909;1,87;0,89982
MGTETM_KF629514_1_ref_tetM;Ref;2897,947266;-8520,964844;-0,944393999;0;-2,91;0,127;2,112;-0,0564;-0,0339;1,44;-0,03324;23574,68555;-69421,29688;-0,188617574;1;-9,31;0,292;4,703;12,9652;0,838;3,25;0,8458;20676,73828;-60900,33203;0,755776424;1;-6,4;0,165;2,591;13,0216;0,8719;1,81;0,87904
MGTETM_KF629518_1_ref_tetM;Ref;4722,035156;-5912,28125;-0,63731629;0;-3,35;0,087;1,317;-0,6923;-0,0551;1,44;-0,05286;25895,69922;-67520,28125;0,294883185;1;-8,7;0,252;3,361;12,7543;0,8401;3,28;0,8478;21173,66406;-61608;0,932199475;1;-5,35;0,165;2,044;13,4466;0,8952;1,84;0,90066
MGTETM_KF629753_1_ref_tetM;Ref;-25751,5957;-10350,69141;-1,147185914;0;-6,45;0,13;2,566;3,0011;0,1004;-0,46;0,08353;21974,4668;-67592,03906;-0,090335391;1;-10,68;0,288;4,508;13,1461;0,8404;3,19;0,84829;47726,0625;-57241,34766;1,056850524;1;-4,23;0,158;1,942;10,145;0,74;3,65;0,76476
MGTETM_KF629973_1_ref_tetM;Ref;-29242,38672;-12240,54688;-1,356642026;1,61E-06;-7,46;0,143;2,174;2,7231;0,0823;-0,45;0,06533;21944,5625;-68055,22656;-0,126224901;1;-10,68;0,286;4,32;13,0858;0,8373;3,25;0,84555;51186,94922;-55814,67969;1,230417125;0,999998391;-3,22;0,143;2,146;10,3627;0,755;3,7;0,78022
MGTETM_KF630031_1_ref_tetM;Ref;3391,432617;-6796,15625;-0,949337637;0,28203094;-2,62;0,051;1,051;2,689;0,1644;0,16;0,02626;19027,00586;-48252,38281;0,811215303;1;-6,56;0,215;2,608;9,4755;0,719;4,16;0,60886;15635,57324;-41456,22656;1,76055294;0,71796906;-3,94;0,164;1,557;6,7865;0,5546;4;0,5826
MGTETM_KF630139_1_ref_tetM;Ref;4708,087891;-6047,246094;-0,651864869;0,000121295;-4,3;0,131;1,779;-0,2867;-0,0468;1,01;-0,04351;25515,54102;-67759,02344;0,278680918;1;-8,97;0,268;3,887;13,0858;0,8407;3,11;0,84972;20807,45313;-61711,77734;0,930545787;0,999878705;-4,67;0,137;2,108;13,3725;0,8875;2,1;0,89323
MGTETM_KF630147_1_ref_tetM;Ref;1337,746094;-6377,15625;-0,706791801;0;-2,78;0,053;1,239;-0,693;-0,0525;1,7;-0,05062;22395,70898;-68435,16406;-0,023385729;1;-9,55;0,287;4,233;12,9954;0,8368;3,26;0,84476;21057,96289;-62058,00781;0,683406072;1;-6,77;0,234;2,994;13,6884;0,8893;1,56;0,89538
MGTETM_KF630176_1_ref_tetM;Ref;2856,714844;-8524,097656;-0,944741214;0;-2,99;0,15;2,2;-0,1517;-0,0406;1,58;-0,03937;23441,19727;-69148,85938;-0,186283096;1;-9,69;0,304;4,775;12,905;0,8349;3,3;0,84335;20584,48242;-60624,76172;0,758458118;1;-6,7;0,154;2,575;13,0567;0,8755;1,72;0,88272
MGTETM_KF630268_1_ref_tetM;Ref;3703,089844;-8110,671875;-0,898920484;0;-4,17;0,108;1,604;-0,6381;-0,0451;1,68;-0,04481;24143,85352;-68995,08594;-0,166631228;1;-9,81;0,275;4,172;12,8748;0,8376;3,25;0,8455;20440,76367;-60884,41406;0,732289256;1;-5,64;0,167;2,568;13,5129;0,8827;1,57;0,89031
OtrA_CAA37477_1_ref_tetM;Ref;7539,566406;-6125,492188;-0,654323872;0;-1,82;-0,021;0,715;-0,6827;-0,0361;1,75;-0,02543;27848,87891;-62151,53125;0,212665327;1;-8,31;0,21;3,062;11,6392;0,8154;3,83;0,82819;20309,3125;-56026,03906;0,866989199;1;-6,49;0,231;2,347;12,3219;0,8515;2,08;0,85362
Tet32_ABV82118_1_ref_tetM;Ref;3730,158203;-5298,5625;-0,587249298;0;-3,33;0,071;1,306;-0,9543;-0,0559;1,65;-0,05489;23897,49414;-68190,14844;-0,076395683;1;-10,2;0,265;4,021;12,6639;0,8312;3,31;0,84004;20167,33594;-62891,58594;0,510853616;1;-6,87;0,194;2,715;13,6182;0,8871;1,66;0,89493
Tet32_ABV82122_1_ref_tetM;Ref;4355,691406;-6346,019531;-0,703340862;0;-3,74;0,029;1,562;-0,4752;-0,0455;1,39;-0,04217;23874,31445;-67884,71875;-0,076017249;1;-10,28;0,277;4,239;12,9351;0,8382;3,22;0,84488;19518,62305;-61538,69922;0,627323613;1;-6,54;0,248;2,677;13,4103;0,8837;1,83;0,88705
Tet36_CAD55718_1_ref_tetM;Ref;4355,964844;-6276,566406;-0,694556304;0;-2,4;0,084;1,292;0,189;-0,0352;1,03;-0,03615;24738,80859;-65874,60156;0,147339478;1;-8;0,243;3,668;13,2365;0,8459;3,08;0,85213;20382,84375;-59598,03516;0,841895782;1;-5,6;0,159;2,376;13,0475;0,8811;2,05;0,88828
Tet44_CBH51823_1_ref_tetM;Ref;1041,933594;-6883,578125;-0,761727395;0;-3,67;0,033;1,623;-0,2012;-0,0451;1,52;-0,04292;22038,24023;-71295,98438;-0,246396522;1;-10,12;0,298;4,364;13,2064;0,8429;3,16;0,84849;20996,30664;-64412,40625;0,515330873;1;-6,45;0,265;2,741;13,4076;0,888;1,64;0,89141
Tet44_WP_003454408_1_ref_tetM;Ref;1365,958984;-7586,074219;-0,839464658;0;-3,58;0,099;1,456;-0,7331;-0,0565;1,76;-0,05106;21924,44531;-71147,29688;-0,240367247;1;-10,08;0,296;4,39;13,0255;0,8373;3,21;0,84637;20558,48633;-63561,22266;0,599097411;1;-6,5;0,197;2,934;13,7586;0,8938;1,45;0,89743
TetBP_AAA20117_1_ref_tetM;Ref;5264,351563;-7364,964844;-0,79999705;0;-3,4;0,059;1,406;-0,4321;-0,028;1,25;-0,02716;26511,54297;-66292,47656;0,21844014;1;-9,73;0,253;3,687;13,1159;0,847;3,15;0,85376;21247,19141;-58927,51172;1,01843719;1;-6,33;0,194;2,281;13,548;0,875;1,9;0,88092
TetM_AAA24784_1_ref_tetM;Ref;4134;-8152,316406;-0,903536023;0;-4,67;0,052;1,477;-0,6781;-0,0507;1,75;-0,04815;24143,94141;-68803,83594;-0,200791635;1;-10,13;0,29;4,354;12,905;0,8348;3,26;0,84357;20009,94141;-60651,51953;0,702744388;1;-5,46;0,238;2,877;13,5831;0,8855;1,51;0,89172
TetM_AAA26678_1_ref_tetM;Ref;3829,394531;-7783,953125;-0,862709652;0;-4,08;0,108;1,329;-0,643;-0,0423;1,61;-0,04243;24165,47852;-68944,39844;-0,125594392;1;-9,69;0,273;3,936;12,905;0,8378;3,25;0,84559;20336,08398;-61160,44531;0,73711526;1;-5,61;0,165;2,607;13,548;0,8801;1,64;0,88802
TetM_AAA26830_1_ref_tetM;Ref;11760,94922;-4370,886719;-0,484433308;0;-3,03;0,07;1,025;-0,7834;-0,052;1,78;-0,04811;30892,5;-57098,63281;0,278494153;1;-9,04;0,219;3,458;12,905;0,8382;3,23;0,84705;19131,55078;-52727,74609;0,762927461;1;-6,01;0,149;2,433;13,6884;0,8902;1,45;0,89516
TetM_AAA73978_1_ref_tetM;Ref;3623,289063;-7748,320313;-0,858760403;0;-4,38;0,03;1,705;-0,6781;-0,0429;1,63;-0,04239;24080,97656;-68799,38281;-0,179366853;1;-9,94;0,279;4,179;12,905;0,8402;3,2;0,8472;20457,6875;-61051,0625;0,67939355;1;-5,56;0,249;2,474;13,5831;0,8831;1,57;0,88959
TetM_AAB05245_1_ref_tetM;Ref;3049,902344;-8134,308594;-0,901540185;0;-4,36;0,017;1,5;-0,3466;-0,0434;1,61;-0,04141;24091,65234;-69051,92188;-0,212961737;1;-9,91;0,273;4,181;13,2365;0,8409;3,16;0,84824;21041,75;-60917,61328;0,688578448;1;-5,55;0,256;2,681;13,5831;0,8843;1,55;0,88965
TetM_CAA27977_1_ref_tetM;Ref;3486,175781;-7525,222656;-0,834034085;0;-3,89;0,016;1,265;-0,7434;-0,0533;1,77;-0,05523;24153,25;-68652,91406;-0,080952957;1;-9,62;0,266;3,953;12,8748;0,8386;3,25;0,84541;20667,07422;-61127,69141;0,753081128;1;-5,73;0,25;2,688;13,6182;0,8919;1,48;0,90064
TetM_CAA39796_1_ref_tetM;Ref;3334,820313;-8534,917969;-0,945940449;0;-4,36;0,102;1,557;-0,4321;-0,045;1,67;-0,04354;24025,46875;-68979,6875;-0,220107333;1;-9,92;0,28;4,093;13,1159;0,8367;3,24;0,84584;20690,64844;-60444,76953;0,725833116;1;-5,56;0,178;2,536;13,548;0,8817;1,57;0,88938
TetM_CAA52967_1_ref_tetM;Ref;3900,480469;-8558,328125;-0,948535039;0;-4,7;0,059;1,64;-0,5225;-0,0418;1,59;-0,04054;24213,08203;-68745,14844;-0,20588698;1;-9,85;0,282;4,302;13,0255;0,8388;3,22;0,84672;20312,60156;-60186,82031;0,742648059;1;-5,15;0,223;2,662;13,548;0,8806;1,63;0,88726
TetM_CAA62436_1_ref_tetM;Ref;3665,689453;-8026,40625;-0,889581172;0;-4,9;0,127;1,716;-0,7987;-0,0466;1,62;-0,04382;24112,52344;-68875,42188;-0,164277378;1;-9,63;0,296;4,192;12,7844;0,8357;3,25;0,84448;20446,83398;-60849,01563;0,725303794;1;-4,73;0,169;2,476;13,5831;0,8823;1,63;0,8883
TetO_AAA23033_2_ref_tetM;Ref;3035,017578;-8463,230469;-0,937995193;0;-3,69;0,092;2,28;-0,4023;-0,0405;1,6;-0,03899;23755,62109;-69731,17188;-0,188425614;1;-9,58;0,299;4,773;12,9351;0,8365;3,28;0,84454;20720,60352;-61267,94141;0,749569579;1;-5,89;0,207;2,493;13,3374;0,877;1,68;0,88353
TetO_AAA26679_1_ref_tetM;Ref;2778,539063;-8528,3125;-0,945208353;0;-3,29;0,092;2,011;-0,3718;-0,0522;1,64;-0,05161;23848,74609;-69384,98438;-0,208283101;1;-9,41;0,293;4,638;13,1762;0,8403;3,17;0,84747;21070,20703;-60856,67188;0,736925252;1;-6,12;0,201;2,627;13,548;0,8925;1,53;0,89908
TetO_CAA69103_1_ref_tetM;Ref;2933,548828;-8202,210938;-0,909065925;0;-3,58;0,153;2,392;-0,7285;-0,0454;1,71;-0,04424;23616,93359;-69261,17188;-0,197096568;1;-9,59;0,311;4,854;12,7844;0,8343;3,3;0,84194;20683,38477;-61058,96094;0,711969356;1;-6,01;0,158;2,462;13,5129;0,8797;1,59;0,88618
TetQ_AAA62400_1_ref_tetM;Ref;4831,464844;-6587,859375;-0,727866269;5,96E-08;-3,57;0,107;1,679;-0,5679;-0,0368;1,33;-0,03373;25361,50781;-67036,71875;0,15199666;1;-9,15;0,28;3,912;12,8748;0,8394;3,18;0,84884;20530,04297;-60448,85938;0,87986293;0,99999994;-5,58;0,173;2,233;13,4427;0,8762;1,85;0,88257
TetQ_AAB51122_1_ref_tetM;Ref;4474,478516;-6205,828125;-0,655979464;2,38E-07;-3,07;0,122;1,189;-0,7182;-0,0503;1,57;-0,04855;25529,92773;-67946,25;0,427414419;1;-8,26;0,25;3,312;12,9351;0,8385;3,1;0,84752;21055,44922;-61740,42188;1,083393883;0,999999762;-5,19;0,128;2,123;13,6533;0,8888;1,53;0,89607
TetQ_CAA41552_1_ref_tetM;Ref;-31476,95703;-11661,19922;-1,288399325;0,596380621;-7,35;0,147;1,385;2,7304;0,07;-0,04;0,06242;25253,05859;-66533,65625;0,132018119;1;-9,45;0,274;3,646;12,694;0,8346;3,28;0,84494;56730,01563;-54872,45703;1,420417444;0,403619379;-2,1;0,127;2,261;9,9636;0,7646;3,32;0,78252
TetS_AAA25293_1_ref_tetM;Ref;1849,765625;-7466,703125;-0,824966205;0;-3,46;0,106;1,593;-0,1562;-0,0375;1,56;-0,03578;23350,03906;-69207,92188;-0,151607409;1;-9,94;0,268;4,123;13,1461;0,8372;3,29;0,84686;21500,27344;-61741,21875;0,673358796;1;-6,48;0,162;2,53;13,3023;0,8747;1,73;0,88264
TetS_CAA63528_1_ref_tetM;Ref;1091,128906;-7731,105469;-0,847567672;0;-3,67;0,116;1,569;-0,7785;-0,0502;1,6;-0,04563;23263,10156;-68952,63281;-0,069453182;1;-9,84;0,252;3,832;12,8748;0,8367;3,31;0,84551;22171,97266;-61221,52734;0,77811449;1;-6,17;0,136;2,263;13,6533;0,8869;1,71;0,89114
TetT_AAF01499_1L42544_1_ref_tetM;Ref;4722,720703;-7262,371094;-0,79006487;0;-4,08;0,102;1,88;-0,8586;-0,0538;1,71;-0,05357;25247,6875;-67581,21875;-0,078955036;1;-9,51;0,285;4,254;12,9351;0,8404;3,27;0,8489;20524,9668;-60318,84766;0,711109834;1;-5,43;0,183;2,374;13,7937;0,8942;1,56;0,90247
TetW_AAL09826_1_ref_tetM;Ref;-34821,41602;-12475,60547;-1,382693997;0;-7,25;0,152;2,376;3,1172;0,1144;-0,52;0,09089;23361,14258;-68397,875;-0,121670666;1;-10,53;0,318;4,767;12,7543;0,8375;3,27;0,84286;58182,55859;-55922,26953;1,261023331;1;-3,28;0,166;2,391;9,6371;0,7231;3,79;0,75197
TetW_CAD20560_1_ref_tetM;Ref;-26817,5;-12104,64844;-1,341580156;5,01E-06;-7,56;0,062;2,027;2,6628;0,0765;-0,37;0,06368;23314,88281;-67589,88281;-0,074418751;1;-10,73;0,302;4,591;13,0255;0,8372;3,19;0,84685;50132,38281;-55485,23438;1,267161405;0,999994993;-3,17;0,24;2,564;10,3627;0,7607;3,56;0,78317
AAC_3_II_CAA35913_1_ref_aac3_2;Ref;7006,424805;-9026,955078;-2,235324362;0,995548353;-6,42;0,552;4,493;4,5209;0,311;-1,23;0,30521;9783,02832;-29247,42578;-0,69959878;1;-7,28;0,599;5,519;10,2242;0,8467;2,41;0,86862;2776,603516;-20220,4707;1,535725582;0,004451647;-0,86;0,047;1,026;5,7033;0,5357;3,64;0,56341
AAC_3_IV_CAA25642_1_ref_aac3_2;Ref;3844,608887;-6620,238281;-1,796380852;0,845661148;-4,3;0,397;4,462;7,2408;0,4663;-3,57;0,40506;9206,485352;-26589,375;-0,634995643;1;-7,2;0,447;5,489;10,6402;0,8832;1,16;0,87439;5361,876465;-19969,13672;1,161385209;0,154338852;-2,9;0,05;1,027;3,3994;0,4169;4,73;0,46933
